Job ID,Average Salary
520244,121950.0
235793,37854.0
479354,53621.5
527381,173800.0
500127,82942.5
529129,58157.5
471331,65090.5
525199,150000.0
522344,16.25
470441,81790.5
197941,34.519999999999996
473942,78353.5
521796,67505.0
517233,65090.5
527170,57729.5
528457,17.7
522060,66096.5
242877,48677.5
242877,48677.5
520087,132902.0
394703,52291.0
520804,45809.0
385306,86194.0
527641,66639.0
526009,175000.0
525929,85000.0
442141,100000.0
523142,118132.0
468578,49151.0
504531,85591.5
527653,50525.0
485659,71362.0
460134,85747.5
487945,108099.0
474459,64995.0
527828,36.95
526870,58157.5
508776,51232.5
527076,17.5
520747,74000.0
520747,74000.0
497080,65679.5
525911,67970.0
496623,17.7
527756,110117.0
528407,75000.0
528345,69350.0
462585,89395.0
525843,67970.0
524067,100000.0
521400,85591.5
520678,117810.0
285463,110966.0
528790,45.65
493682,81167.0
518714,72649.5
528596,45809.0
464235,53027.5
486567,51505.0
522852,104080.5
528284,17.7
526854,41208.0
528213,15.25
524676,71362.0
513448,187500.0
503041,49013.5
490323,150000.0
478562,58440.0
515920,15.0
523150,15.0
526991,52500.0
522207,72374.5
528967,58157.5
475783,130000.0
515935,17.0
522134,69040.5
248047,71814.5
508596,112500.0
524268,15.45
524268,15.45
472423,81167.0
521709,15.0
500331,57036.0
524530,62678.0
518846,257500.0
513476,50156.5
523841,15.0
526898,63539.0
528217,119204.0
518531,69040.5
520023,18.0
522006,15.0
527531,58157.5
408527,53834.0
513663,74076.5
490442,99911.5
460437,17.66
527348,375.06
468473,78161.0
519143,82.045
527831,56.8
496352,23.015
523542,87355.0
459544,35059.0
523463,62500.0
527775,39057.0
525255,91850.0
527833,62.88
468392,150000.0
524340,106141.0
518194,160000.0
525947,45695.0
500542,73770.0
524870,66546.0
487945,108099.0
519372,86125.0
491601,125000.0
516633,92225.0
528062,64642.0
519147,106141.0
513515,38333.0
517843,92029.5
519927,18.0
528755,58577.0
526777,17.5
528983,158364.5
519116,124089.0
524267,15.45
524267,15.45
527151,135000.0
525098,83805.0
315372,49116.0
521800,112500.0
510600,59070.5
518847,48835.0
528913,80248.5
527872,29.98
527872,29.98
485555,53720.5
525057,110000.0
527512,45809.0
526778,279.3
519545,110117.0
527960,257500.0
489351,62865.0
509861,322.72
527303,63531.5
528759,105500.0
462399,65090.5
523946,119204.0
526678,110000.0
520183,106141.0
525638,115000.0
463528,86850.0
524806,77805.5
525843,67970.0
496400,95000.0
521781,65049.0
523145,15.75
517966,132095.0
468598,49151.0
507946,85000.0
519577,89395.0
519432,91774.0
525783,130000.0
528514,563.52
523130,71362.0
527600,67287.5
509626,96640.5
511105,72839.0
526663,17.7
521932,81167.0
505113,51418.5
528057,85132.5
463885,41649.5
507127,17.7
502219,119204.0
518579,69040.5
499226,114000.0
378703,99637.5
523106,53709.0
482129,76090.0
517738,71362.0
357984,82500.0
509868,72000.0
521258,40236.5
505777,98388.0
527532,58157.5
527962,257500.0
528038,81167.0
528038,81167.0
517699,94397.5
527783,80463.0
524685,67500.0
527782,67.72
521046,76851.0
499219,97850.0
455093,140000.0
515091,66096.5
517727,99911.5
526946,69040.5
523799,15.0
525834,72839.0
529078,61000.5
528768,95000.0
528768,95000.0
516845,74264.0
470274,65090.5
521300,85591.5
467875,85591.5
517750,87874.5
517575,63520.0
526139,103307.0
527295,54910.0
490323,150000.0
519108,187500.0
521755,61661.0
438636,97500.0
500503,16.549999999999997
527529,58157.5
467620,67347.0
427420,37609.5
522566,15.0
527141,80248.5
528590,45809.0
466861,65090.5
515923,15.0
526845,85000.0
522341,50511.0
527998,119204.0
520412,62678.0
502615,81167.0
497077,69040.5
528180,67077.0
509267,87500.0
467961,187500.0
527829,44189.0
483286,119204.0
511310,105000.0
502097,97965.5
526976,578.0
525644,63520.0
519059,96237.0
522335,68539.0
451443,70437.5
278063,85682.5
508419,69040.5
521488,15.0
473688,58573.5
519996,105000.0
527160,46666.0
527160,46666.0
462614,81493.0
484421,86598.5
525772,15.75
509255,124089.0
489397,62832.5
526805,42048.5
203387,21.55175
527539,45809.0
470996,80600.5
517751,99911.5
521222,58440.0
490969,78838.0
474023,76780.0
493172,92029.5
500542,73770.0
518413,98111.0
525606,132205.0
505781,62678.0
519199,82942.5
515960,17.0
499467,59497.0
518494,50974.5
465606,49151.0
457875,132095.0
485040,81802.0
485040,81802.0
514998,50511.0
521091,15.0
519922,42500.0
517632,55400.0
475487,99911.5
468994,39627.5
497044,68000.0
523142,118132.0
463917,89227.5
517659,67105.5
508596,112500.0
508596,112500.0
528914,58440.0
496359,106141.0
506552,57907.0
526657,101097.0
523649,17.7
482195,140000.0
517994,110117.0
508744,43018.0
500853,100000.0
495697,61851.0
519974,132095.0
526434,80000.0
525838,15.75
524756,57971.5
378814,102817.5
519927,18.0
518355,15.0
525502,89350.0
526526,82942.5
524929,15.0
524929,15.0
520633,64729.0
439342,117926.0
522115,75448.5
526012,80647.0
521269,76378.5
523676,45809.0
521233,74197.0
440089,57539.5
526772,66851.0
457764,92029.5
471347,49151.0
515069,137500.0
524001,132095.0
525754,69040.5
522520,19.03
523663,116093.0
528048,100000.0
525947,45695.0
509209,49.7016
522159,17.7
526791,17.5
485090,50525.0
526075,58157.5
465343,98580.5
520748,37398.0
524032,132095.0
508792,67077.0
498794,130000.0
500505,75000.0
527292,44083.0
519541,69078.5
528940,117500.0
528940,117500.0
471330,44784.5
520747,74000.0
467925,140000.0
474459,64995.0
508776,51232.5
519148,97735.5
461397,76013.5
457423,62865.0
526479,41208.0
526694,17.7
527673,83519.0
520090,115487.5
520090,115487.5
519637,59478.0
523696,92029.5
528207,50511.0
471116,67347.0
529027,157500.0
524643,100000.0
517379,99000.5
527275,53498.5
527788,44189.0
527267,37.28
482440,85000.0
471433,99911.5
407253,117474.5
512432,74501.5
523072,40895.0
520527,96237.0
528541,77467.5
528211,15.25
522401,45809.0
521515,15.0
484984,92500.0
501878,85132.5
527793,36.95
521226,76851.0
517792,322.72
509843,79877.0
528462,44784.5
528919,41208.0
509738,93987.0
522407,70878.5
473879,72500.0
528089,54910.0
527791,56.8
522933,110000.0
519415,83818.5
523668,17.7
528683,39.9
507573,15.5
500566,85000.0
504200,71362.0
523853,15.0
528188,16.25
520723,58577.0
491881,73749.5
528944,41208.0
528903,51155.0
501506,115000.0
504531,85591.5
517029,369.53
517045,63520.0
518734,74892.5
520977,55388.5
518918,69705.0
520623,69078.5
525754,69040.5
470055,58157.5
528709,77881.5
489392,95000.0
499529,71757.0
526654,75907.0
515951,15.0
347589,44377.0
478961,165000.0
518358,17.0
517597,53498.5
527843,100000.0
527402,43018.0
526136,112899.5
526136,112899.5
522278,172500.0
521800,112500.0
499402,102250.0
526623,39119.0
526623,39119.0
522055,66096.5
521796,67505.0
487429,52807.0
519145,17.7
515909,80887.0
508373,49151.0
526902,54795.0
484611,106141.0
517560,63520.0
519974,132095.0
517051,93041.5
528232,58157.5
517696,69040.5
523073,98388.0
527768,46000.0
389713,50313.5
389713,50313.5
467023,375.06
527686,69040.5
522953,104080.5
499191,58157.5
528397,17.5
457673,17.39
526667,39119.0
528076,131415.0
509732,110117.0
525427,185000.0
469053,106141.0
527073,17.5
524686,120000.0
517707,89397.5
499218,102500.0
516836,28.0
509375,51155.0
479577,120000.0
526678,110000.0
511052,43018.0
520516,98118.5
521185,83351.0
508406,78568.5
525425,105000.0
505264,89254.0
526297,67077.0
527481,112500.0
529030,45695.0
498823,130000.0
487062,144878.5
503444,140000.0
234921,85211.5
525834,72839.0
391317,94392.0
391317,94392.0
526854,41208.0
509442,132095.0
496705,44189.0
527964,160000.0
520954,62557.0
465149,106141.0
520516,98118.5
484099,110000.0
519080,85132.5
526313,17.7
510381,222924.0
516690,40895.0
433632,58573.5
527271,58157.5
512847,80323.0
526130,32.4168
523673,50452.0
509139,48861.5
516813,74501.5
519264,99108.5
499486,115000.0
435593,58157.5
399955,43296.0
482853,166076.0
473688,58573.5
527847,99108.5
467646,96047.5
528640,201500.0
519830,74500.0
528933,52500.0
520528,71362.0
521515,15.0
518536,108521.0
521200,73878.5
525199,150000.0
483286,119204.0
520708,71362.0
301985,91545.5
512521,79877.0
515953,15.0
495397,17.7
497113,79877.0
522431,89227.5
527960,257500.0
495786,70000.0
524273,15.45
526235,67077.0
508460,90976.0
526373,76780.0
520748,37398.0
519888,18.0
520788,67096.0
403516,95000.0
470017,55400.0
469031,92029.5
528225,80248.5
518399,38879.0
511501,69721.0
522198,57029.0
499467,59497.0
499467,59497.0
527808,62678.0
507591,120000.0
525137,68238.0
420619,59305.0
520023,18.0
526690,17.7
528224,112500.0
513403,51209.0
511537,61851.0
517481,42.192099999999996
528017,65000.0
518194,160000.0
518752,100000.0
346491,41838.0
528063,132095.0
518461,69705.0
521504,15.0
517055,82942.5
524602,119204.0
524262,16.6264
524262,16.6264
526147,78602.5
518499,69705.0
492518,66639.0
511105,72839.0
501535,106141.0
528089,54910.0
510654,95057.0
526775,121772.5
515926,17.0
526112,55269.0
526822,43018.0
517623,119204.0
469636,69.35
495425,65090.5
507503,125000.0
526477,41208.0
527673,83519.0
527161,58577.0
526293,105902.0
512897,40792.5
525345,17.7
508500,115000.0
524015,132095.0
528785,51008.5
426527,53834.0
518366,15.0
526644,17.7
511537,61851.0
497080,65679.5
510599,120000.0
519114,96237.0
517843,92029.5
522933,110000.0
516743,64640.5
522281,161000.0
526433,17.7
517047,71362.0
523267,93519.0
526777,17.5
481936,69031.5
523921,77.28
526477,41208.0
528115,85591.5
507466,57098.0
527163,41208.0
528088,132500.0
524233,15.0
465164,50974.5
528408,80000.0
515960,17.0
493656,60706.5
508484,72000.0
513665,39119.0
515350,127500.0
499500,49151.0
527982,72500.0
526970,50503.5
522430,89227.5
526670,62832.5
378814,102817.5
266529,38990.0
459608,156348.5
527089,57036.0
529098,55146.0
516832,62678.0
517215,71592.0
507665,63500.0
521534,15.0
472423,81167.0
493277,65679.5
424144,50000.0
450631,91850.0
435497,92500.0
515920,15.0
510116,115000.0
524818,51063.5
527757,52255.5
471313,84350.0
489798,69078.5
528529,58157.5
526699,17.7
484999,112500.0
528082,35313.5
520595,62084.5
527501,94347.5
499261,69040.5
522450,88026.0
525016,17.0
424339,84252.0
521124,75476.0
528816,85000.0
528408,80000.0
527531,58157.5
511460,120000.0
522865,103309.5
440092,57539.5
526468,80248.5
517413,75985.0
508383,17.7
292969,53429.5
504217,274.575
515959,16.25
520974,61108.5
475792,130000.0
526788,17.5
523499,121950.0
519885,49823.0
519838,55400.0
509733,44594.0
520880,15.0
522835,50511.0
527277,144878.5
243419,88281.5
520286,20.33
521559,76780.0
503423,78504.0
527813,55.29
521226,76851.0
528205,15.75
504987,69884.0
522624,88097.5
494592,62.705
512172,90893.5
487796,112500.0
484977,50000.0
516832,62678.0
526179,107500.0
463885,41649.5
430191,96237.0
497603,101097.0
349516,75036.5
510255,78491.5
518461,69705.0
526834,92500.0
526749,120000.0
526712,77500.0
465100,81167.0
518848,127500.0
520003,77639.0
528153,83399.0
518577,122000.0
525196,47121.5
527400,41208.0
508373,49151.0
478737,58157.5
518358,17.0
496383,53027.5
519891,15.75
463465,15.45
502392,60920.5
526132,112899.5
526132,112899.5
519199,82942.5
527534,58157.5
501613,31.87
527473,80058.0
509611,59028.5
527982,72500.0
508621,74825.5
503592,74481.5
503449,63520.0
517744,56836.5
517530,101223.5
524271,15.45
524271,15.45
466496,52712.0
516845,74264.0
519577,89395.0
528221,15.25
455076,117500.0
526638,17.7
526766,17.5
518449,109450.5
427694,17.7
467023,375.06
525920,58157.5
521144,45809.0
525783,130000.0
529135,116000.0
312210,102507.0
528225,80248.5
442559,37919.5
523542,87355.0
475750,125000.0
518918,69705.0
528761,45809.0
518447,33726.0
527430,41208.0
508224,67155.0
527875,80463.0
515954,15.0
520977,55388.5
455879,48847.0
457839,102627.0
509375,51155.0
515156,70437.5
523938,86598.5
484611,106141.0
526484,105608.5
491602,18.89
527810,80463.0
527201,48410.0
520954,62557.0
527047,15.75
528166,45809.0
528330,15.5
502376,21.4116
525643,144878.5
522159,17.7
509606,119204.0
499425,97357.5
529162,15.75
503641,44.82
518510,69705.0
493013,33.3793
515916,15.0
518487,40895.0
528259,75000.0
525772,15.75
526758,192500.0
468451,155000.0
465483,66851.0
521783,87325.0
527964,160000.0
527271,58157.5
510115,43018.0
518715,103088.5
469360,90350.0
527013,99000.5
528608,62970.0
519527,88000.0
526955,80248.5
471001,58157.5
503612,44.82
386903,40.79
247403,43084.5
484234,61359.0
523499,121950.0
526955,80248.5
518413,98111.0
516825,187500.0
518504,100000.0
387686,83258.0
495337,119204.0
522278,172500.0
527421,50511.0
521980,67155.0
521980,67155.0
497077,69040.5
497077,69040.5
522088,99000.5
522092,75448.5
511668,44594.0
521409,69040.5
528639,85747.5
526313,17.7
471323,91397.5
527715,39119.0
495786,70000.0
527462,46129.5
465606,49151.0
484166,96237.0
523462,16.25
484389,86598.5
504200,71362.0
505314,80600.5
468629,24.2505
468629,24.2505
465340,79877.0
507665,63500.0
525911,67970.0
507572,50511.0
525621,79877.0
496629,140000.0
468572,94688.5
527241,21.4116
528944,41208.0
465877,67347.0
520266,85971.5
526812,17.5
528211,15.25
496383,53027.5
527182,61359.0
502097,97965.5
465330,98580.5
511282,58157.5
528768,95000.0
496389,76990.5
503496,98580.5
475792,130000.0
508394,127500.0
529162,15.75
524063,115000.0
460134,85747.5
469115,116019.0
517820,61346.5
467415,74859.5
362424,110511.5
495779,40.5862
517672,96237.0
516719,108286.5
515156,70437.5
508484,72000.0
518848,127500.0
524852,85591.5
527100,71362.0
475859,110000.0
520183,106141.0
251310,46837.0
505035,69040.5
512662,57831.5
512662,57831.5
510596,120000.0
525643,144878.5
528224,112500.0
500503,16.549999999999997
528978,39057.0
495943,80000.0
515926,17.0
465587,66315.5
529122,86598.5
521244,65679.5
518355,15.0
521992,67596.5
512573,27.1787
433426,71596.5
521500,15.0
523151,17.0
490839,17.7
523658,116093.0
525069,85000.0
519980,93031.5
513197,85132.5
523148,57036.0
500328,90000.0
522200,15.0
519102,162500.0
528438,50974.5
524269,15.45
515952,15.0
527843,100000.0
474070,84640.0
526179,107500.0
526179,107500.0
517627,73193.5
506981,85132.5
443881,96640.5
504721,55000.0
525152,75907.0
496705,44189.0
527041,18.0
522617,20.9814
522617,20.9814
513517,67105.5
479541,120000.0
482229,64642.0
501549,97500.0
517032,117926.0
504903,78047.5
526788,17.5
506552,57907.0
524232,74750.0
373748,177374.5
500779,84640.0
465149,106141.0
527688,80942.0
492337,92029.5
522976,53859.5
481835,49151.0
510599,120000.0
526932,119204.0
524976,85000.0
501537,97500.0
528740,45809.0
471433,99911.5
517051,93041.5
520597,111283.0
519107,106019.0
504202,62.88
528188,16.25
524960,56539.5
526882,122308.0
522043,75448.5
376356,37979.5
376356,37979.5
485659,71362.0
513187,70874.5
383142,90995.0
509012,69040.5
482659,60000.0
458064,132095.0
514313,71362.0
523654,66851.0
526177,135000.0
527814,58577.0
460437,17.66
479354,53621.5
527869,29.98
527869,29.98
522200,15.0
504980,67384.0
527327,58561.5
515916,15.0
514210,83399.0
523151,17.0
442498,110966.0
520140,71362.0
526946,69040.5
439675,36.95
493013,33.3793
526121,71239.0
523134,15.0
371590,77145.5
524870,66546.0
528612,74114.0
505000,68049.0
528433,51063.5
505188,69040.5
357845,78429.0
524343,110117.0
518447,33726.0
504920,107500.0
504920,107500.0
509129,47671.5
513121,69040.5
505220,69040.5
527476,87310.0
508449,41.69
522946,54765.5
521996,70098.5
527859,16.14
525129,144878.5
521680,15.0
529111,76780.0
468824,80367.5
526514,51063.5
528610,82576.0
503307,61359.0
472791,70437.5
527371,112500.0
523059,42293.0
486962,69040.5
485090,50525.0
505275,74501.5
521145,68000.0
521145,68000.0
509209,49.7016
524233,15.0
520723,58577.0
469079,97680.5
526656,18.369999999999997
514382,76026.0
433632,58573.5
528284,17.7
528529,58157.5
517699,94397.5
467718,96047.5
523516,17.7
522207,72374.5
524001,132095.0
457764,92029.5
495376,508.8
527780,39057.0
484460,94350.0
512514,69078.5
523677,96237.0
504903,78047.5
528407,75000.0
518367,78970.5
511311,65831.0
496354,65090.5
516838,62678.0
522165,15.0
522043,75448.5
503626,55000.0
520534,106141.0
510602,112500.0
525716,54878.0
500294,58167.0
510487,41332.0
525296,97115.5
508258,89395.0
524685,67500.0
521966,97680.5
520286,20.33
491605,63500.0
484255,61359.0
523146,18.0
514523,65000.0
509251,67155.0
500837,100000.0
465483,66851.0
505188,69040.5
263674,90929.5
527829,44189.0
520003,77639.0
527177,107670.5
525057,110000.0
473942,78353.5
519839,140000.0
501535,106141.0
518009,29.8131
469360,90350.0
472014,58157.5
529064,44784.5
507205,92225.5
439342,117926.0
527316,53.58
521680,15.0
518341,99514.5
525024,72385.0
528812,58157.5
503424,61346.5
427420,37609.5
503612,44.82
521651,15.0
502263,85247.5
518341,99514.5
459762,96237.0
523904,132095.0
470274,65090.5
513659,95000.0
378703,99637.5
527727,99911.5
529078,61000.5
522055,66096.5
187714,85211.5
384945,64220.0
522610,54100.0
495714,86850.0
521778,76780.0
521681,50691.5
390540,70661.0
517746,119204.0
526799,17.5
497063,89810.0
525920,58157.5
520846,82942.5
518414,89810.0
518846,257500.0
527589,35313.5
523502,74197.0
522198,57029.0
527341,57681.5
462614,81493.0
502392,60920.5
518088,69040.5
527831,56.8
525554,17.7
528222,103309.5
526358,55146.0
522059,66096.5
521526,15.0
512573,27.1787
470759,18.89
525075,75000.0
137433,67825.5
522122,69040.5
509267,87500.0
526498,54196.0
468788,24.515
469079,97680.5
465593,81802.0
520405,85000.0
465164,50974.5
511251,63500.0
528417,15.25
526660,17.7
528752,62865.0
524530,62678.0
505264,89254.0
462622,67970.0
526479,41208.0
524695,52997.5
467397,61555.0
517379,99000.5
527252,107141.5
491613,72000.0
511439,24.1185
512653,78832.0
398460,103041.5
520972,45008.5
526767,17.5
528727,30.57
482918,58157.5
511064,74013.5
522117,75448.5
513871,155000.0
519148,97735.5
462030,71362.0
528196,51116.0
519106,50452.0
499191,58157.5
517751,99911.5
524262,16.6264
528521,80000.0
523550,132410.0
527336,48608.5
526656,18.369999999999997
519112,85132.5
519122,322.72
526784,17.5
483638,18.369999999999997
527965,61359.0
511200,74150.5
517213,17.7
528626,60000.0
379096,102817.5
526605,60949.5
519116,124089.0
525716,54878.0
523145,15.75
500001,187500.0
527784,62.88
475783,130000.0
482918,58157.5
521113,62420.0
478709,84460.0
468457,106318.5
468457,106318.5
526213,81167.0
486083,95281.5
523790,15.0
484977,50000.0
463917,89227.5
522000,85975.5
527180,84825.0
496315,23.015
527828,36.95
522912,53352.0
522912,53352.0
473350,124089.0
473350,124089.0
521747,54100.0
527879,41208.0
461956,61359.0
525775,15.75
466597,69040.5
518371,15.0
527151,135000.0
357984,82500.0
523474,115000.0
514382,76026.0
522155,15.0
517301,54795.0
517750,87874.5
528217,119204.0
527840,53741.5
496776,69040.5
522096,152500.0
468596,49151.0
490660,50919.0
520534,106141.0
522865,103309.5
510664,98388.0
520819,82942.5
517719,99000.5
527585,39057.0
364880,49335.0
523545,129000.0
526794,182620.0
527247,111019.0
528153,83399.0
526516,61359.0
526933,17.5
525205,36.95
463465,15.45
518422,66639.0
526121,71239.0
527518,120000.0
528547,41208.0
490660,50919.0
490660,50919.0
390569,37979.5
515906,144878.5
484255,61359.0
524186,96141.0
471473,58157.5
276648,44377.0
527334,55.29
481931,62452.0
517600,119204.0
516821,67474.5
526051,82942.5
526117,81478.5
503307,61359.0
521585,98353.0
521585,98353.0
525493,70000.0
526627,105000.0
464988,70661.0
515337,99514.5
526142,78602.5
526663,17.7
507557,15.5
517560,63520.0
508616,83922.5
518714,72649.5
505194,99108.5
526235,67077.0
503641,44.82
465115,50974.5
529100,125000.0
528299,16.25
520546,62678.0
509260,124089.0
517360,58157.5
521143,96237.0
526652,17.7
526283,140000.0
511305,322.72
521992,67596.5
524854,67970.0
502410,72516.0
519100,62678.0
487691,119204.0
521679,69040.5
527779,30.57
520701,208930.0
526771,17.5
493161,51063.5
491601,125000.0
524039,132095.0
